timestamp,battery,Tdb_BME680,RH_BME680,P_BME680,Alt_BME680,TVOC,ECO2,RCO2,Tdb_scd30,RH_scd30,Lux,PM1,PM25,PM10,Air,sensor_SD,note,sensor_note,Coord_X_m,Coord_Y_m,Coord_Z_m,Position_HumanReadable
2019-08-22 02:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 03:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 03:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 04:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 04:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 05:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 05:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 06:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 06:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 07:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 07:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 08:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 08:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 09:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 09:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 10:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 10:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 11:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 11:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 12:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 12:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 13:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 13:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 14:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 14:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 15:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 15:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 16:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 16:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 17:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 17:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 18:00:00+00:00,4.045129646,25.12083333333333,53.06083333333334,101.145,-21.209166666666672,0.0,400.0,696.9166666666665,27.099999999999994,48.4375,45.92939933333333,4.738333333333334,4.957499999999999,5.035833333333334,0.0,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 18:30:00+00:00,4.0161342708888865,27.08777777777778,47.70351851851851,101.13518518518524,-20.515185185185192,0.0,406.9259259259259,706.3333333333335,30.49685185185185,40.38111111111111,28.962399977592586,4.412037037037037,4.540740740740741,4.540740740740741,0.0,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 19:00:00+00:00,3.9895935543851335,28.282818791946287,44.65302013422819,101.0991275167787,-17.42241610738257,5.167785234899329,411.09395973154363,716.503355704698,31.74275167785238,37.6106711409396,28.827205401946305,4.431543624161073,4.561073825503353,4.561073825503353,0.0792617449664429,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 19:30:00+00:00,3.95613103074138,28.457586206896547,44.213793103448275,101.08120689655169,-15.817068965517244,13.844827586206893,406.89655172413785,730.5,31.82586206896553,37.372586206896564,19.846799982241386,4.585344827586208,4.720172413793104,4.720172413793104,0.08620689655172414,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 20:00:00+00:00,3.945044028118417,28.65486842105266,43.648157894736826,101.073947368421,-15.187105263157886,13.61842105263158,402.85526315789474,733.8947368421052,32.088815789473685,36.79789473684211,16.698505276447367,4.702105263157893,4.838947368421051,4.838947368421051,0.0764473684210526,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 20:30:00+00:00,3.92884018364706,28.644117647058817,43.535490196078435,101.04960784313732,-13.30666666666666,13.235294117647056,401.7254901960785,744.4313725490197,32.00784313725491,36.791372549019606,15.133694144117644,4.6303921568627455,4.765490196078432,4.765490196078432,0.3841176470588236,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 21:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 21:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 22:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 22:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 23:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-22 23:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 00:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 00:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 01:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 01:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 02:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 02:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 03:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 03:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 04:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 04:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 05:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 05:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 06:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 06:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 07:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 07:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 08:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 08:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 09:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 09:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 10:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 10:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 11:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 11:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 12:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 12:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 13:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 13:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 14:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 14:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 15:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 15:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 16:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 16:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 17:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 17:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 18:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 18:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 19:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 19:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 20:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 20:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 21:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 21:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 22:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 22:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
