timestamp,battery,Tdb_BME680,RH_BME680,P_BME680,Alt_BME680,TVOC,ECO2,RCO2,Tdb_scd30,RH_scd30,Lux,PM1,PM25,PM10,Air,sensor_SD,note,sensor_note,Coord_X_m,Coord_Y_m,Coord_Z_m,Position_HumanReadable,Wkdy(EST),Hour(EST),Month(EST),TOD(EST)
2019-11-07 11:15:00+00:00,4.2240401266,28.87,20.654,102.43200000000002,-127.948,191.2,484.0,620.8,30.531999999999996,19.96,4.292,1.198,1.228,1.228,0.13200000000000006,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,6,11,615
2019-11-07 11:20:00+00:00,4.217754745400001,28.844,20.774,102.412,-126.558,206.4,521.0,628.2,30.506,20.076,4.294,1.06,1.088,1.088,0.098,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,6,11,620
2019-11-07 11:25:00+00:00,4.22695839425,28.8675,20.8075,102.4,-125.4625,217.75,535.25,629.0,30.527500000000003,20.14,4.355,1.0749999999999995,1.1025,1.1025,0.0925,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,6,11,625
2019-11-07 11:30:00+00:00,4.2177546502,28.860000000000007,20.814,102.412,-126.458,218.6,530.6,625.4,30.528,20.12,4.422,1.198,1.228,1.228,0.06799999999999999,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,6,11,630
2019-11-07 11:35:00+00:00,4.2168567656,28.824,20.8,102.408,-126.06199999999998,218.8,523.2,625.6,30.484,20.054000000000002,4.35,1.108,1.1340000000000001,1.1340000000000001,0.07999999999999999,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,6,11,635
2019-11-07 11:40:00+00:00,4.217979144999998,28.824,20.818,102.39200000000001,-124.542,212.2,511.8,630.8,30.48,20.114,4.144,1.074,1.102,1.102,0.036000000000000004,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,6,11,640
2019-11-07 11:45:00+00:00,4.2242647172000005,28.831999999999997,20.792,102.39,-124.71,209.2,523.4,628.0,30.491999999999997,20.06,4.548,1.154,1.1840000000000002,1.1840000000000002,0.08600000000000001,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,6,11,645
2019-11-07 11:50:00+00:00,4.2242646218000015,28.774,20.531999999999996,102.39200000000001,-124.842,174.2,432.0,618.4,30.43,19.872,4.6819999999999995,1.442,1.4760000000000002,1.4760000000000002,0.04,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,6,11,650
2019-11-07 11:55:00+00:00,4.2242647172000005,28.748,20.688000000000002,102.37200000000001,-123.03799999999998,181.4,466.2,621.6,30.408000000000005,20.0,4.803999999999999,1.378,1.416,1.416,0.04,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,6,11,655
2019-11-07 12:00:00+00:00,4.2213463785,28.765,20.8475,102.3725,-123.0625,199.0,497.75,631.0,30.4175,20.1575,5.0375,1.2925,1.325,1.325,0.045,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,7,11,700
2019-11-07 12:05:00+00:00,4.2262848854,28.752,20.842,102.382,-123.996,204.6,514.2,632.4,30.414,20.160000000000004,5.8660000000000005,1.106,1.136,1.136,0.018000000000000002,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,7,11,705
2019-11-07 12:10:00+00:00,4.2193261143999985,28.76,20.875999999999998,102.384,-124.21,207.8,516.8,631.6,30.414,20.190000000000005,6.2120000000000015,1.148,1.1800000000000002,1.1800000000000002,0.05800000000000001,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,7,11,710
2019-11-07 12:15:00+00:00,4.220223999,28.74,20.87,102.38600000000001,-124.542,206.6,504.6,630.6,30.422000000000004,20.156,9.658,1.034,1.058,1.058,0.022000000000000002,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,7,11,715
2019-11-07 12:20:00+00:00,4.223366737400001,28.73,20.904000000000003,102.398,-125.272,209.2,519.8,629.2,30.428000000000004,20.182000000000002,6.104000000000001,1.154,1.1840000000000002,1.1840000000000002,0.05800000000000001,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,7,11,720
2019-11-07 12:25:00+00:00,4.222019863000002,28.784000000000002,20.91,102.384,-124.28,212.4,531.8,630.6,30.464000000000002,20.215999999999998,6.702000000000001,1.064,1.088,1.088,0.03,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,7,11,725
2019-11-07 12:30:00+00:00,4.2235912324000005,28.796000000000006,20.95,102.388,-124.57799999999999,223.8,545.0,629.2,30.468000000000004,20.262,6.960000000000001,0.968,0.994,0.994,0.036000000000000004,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,7,11,730
2019-11-07 12:35:00+00:00,4.2188209295,28.8425,20.9475,102.3925,-125.01,225.5,547.0,629.5,30.4975,20.2475,6.775,1.1025,1.1325,1.1325,0.05,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,7,11,735
2019-11-07 12:40:00+00:00,4.224264717,28.824,20.97,102.404,-125.79799999999999,226.2,548.4,629.0,30.506,20.284000000000002,7.476000000000001,1.042,1.0699999999999998,1.0699999999999998,0.05,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,7,11,740
2019-11-07 12:45:00+00:00,4.2256114962,28.854,20.945999999999998,102.396,-125.238,219.4,540.0,631.6,30.518,20.21,10.578,1.192,1.224,1.224,0.028000000000000004,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,7,11,745
2019-11-07 12:50:00+00:00,4.222244357799999,28.860000000000007,20.93,102.4,-125.404,212.0,526.8,636.0,30.529999999999994,20.2,11.834000000000001,1.0580000000000005,1.086,1.086,0.36000000000000004,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,7,11,750
2019-11-07 12:55:00+00:00,4.2197751044,28.886,20.95,102.382,-123.934,215.0,540.6,635.8,30.546000000000006,20.24,12.456,1.168,1.196,1.196,0.030000000000000006,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,7,11,755
2019-11-07 13:00:00+00:00,4.228080749599998,28.886000000000006,20.974,102.38,-124.012,227.4,551.6,636.6,30.55,20.28,12.558000000000002,0.978,1.0,1.0,0.158,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,8,11,800
2019-11-07 13:05:00+00:00,4.2186526298,28.894000000000002,21.004,102.37799999999999,-123.552,230.6,558.6,638.2,30.553999999999995,20.288,11.842,0.95,0.9740000000000001,0.9740000000000001,0.028000000000000004,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,8,11,805
2019-11-07 13:10:00+00:00,4.22190761575,28.9025,20.98,102.38,-123.97,218.5,553.5,642.75,30.565,20.2625,11.8575,1.0325,1.0599999999999998,1.0599999999999998,0.07,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,8,11,810
2019-11-07 13:15:00+00:00,4.2233667374,28.906,21.038,102.38,-123.98000000000002,234.0,575.8,647.0,30.561999999999998,20.3,13.285999999999998,1.042,1.07,1.07,0.098,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,8,11,815
2019-11-07 13:20:00+00:00,4.2249381064,28.926,20.97,102.376,-123.52,227.6,578.6,639.0,30.596,20.270000000000003,14.606,0.918,0.94,0.94,0.02,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,8,11,820
2019-11-07 13:25:00+00:00,4.226284980800002,28.916000000000004,20.914,102.376,-123.338,215.6,548.2,640.4,30.574,20.188,15.045999999999998,1.1880000000000002,1.218,1.218,0.024,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,8,11,825
2019-11-07 13:30:00+00:00,4.228754139000001,28.940000000000005,20.951999999999998,102.37,-122.94,228.2,586.2,645.8,30.594,20.256000000000004,-75.546,-78.99600000000002,0.21,-78.99,0.018000000000000002,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,8,11,830
2019-11-07 13:35:00+00:00,4.22078526025,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.035,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,8,11,835
2019-11-07 13:40:00+00:00,4.2213464736,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.04,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,8,11,840
2019-11-07 13:45:00+00:00,4.2186527252,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.022,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,8,11,845
2019-11-07 13:50:00+00:00,4.22303009025,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.1775,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,8,11,850
2019-11-07 13:55:00+00:00,4.2229177475999995,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.04,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,8,11,855
2019-11-07 14:00:00+00:00,4.2213465690000005,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.04,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,9,11,900
2019-11-07 14:05:00+00:00,4.2151732445,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.0975,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,9,11,905
2019-11-07 14:10:00+00:00,4.2240401268,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.14,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,9,11,910
2019-11-07 14:15:00+00:00,4.218652725,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.22000000000000006,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,9,11,915
2019-11-07 14:20:00+00:00,4.227239013,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.0375,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,9,11,920
2019-11-07 14:25:00+00:00,4.2211219788,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.034,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,9,11,925
2019-11-07 14:30:00+00:00,4.2251625062,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.028000000000000004,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,9,11,930
2019-11-07 14:35:00+00:00,4.22527480125,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.04,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,9,11,935
2019-11-07 14:40:00+00:00,4.224938106600001,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.037999999999999985,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,9,11,940
2019-11-07 14:45:00+00:00,4.2193261144,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.11,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,9,11,945
2019-11-07 14:50:00+00:00,4.22583603875,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.025,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,9,11,950
2019-11-07 14:55:00+00:00,4.2265093804000005,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.024,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,9,11,955
2019-11-07 15:00:00+00:00,4.2296522144,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.9339999999999998,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,10,11,1000
2019-11-07 15:05:00+00:00,4.226116538,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.027500000000000004,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,10,11,1005
2019-11-07 15:10:00+00:00,4.2242646218000015,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.036000000000000004,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,10,11,1010
2019-11-07 15:15:00+00:00,4.2217953682000005,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.244,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,10,11,1015
2019-11-07 15:20:00+00:00,4.2196626665,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.085,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,10,11,1020
2019-11-07 15:25:00+00:00,4.2211218832,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.022000000000000002,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,10,11,1025
2019-11-07 15:30:00+00:00,4.2267339708,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.07,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,10,11,1030
2019-11-07 15:35:00+00:00,4.2325704095,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.045,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,10,11,1035
2019-11-07 15:40:00+00:00,4.2256114006,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.08800000000000001,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,10,11,1040
2019-11-07 15:45:00+00:00,4.2235912326000005,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.046,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,10,11,1045
2019-11-07 15:50:00+00:00,4.22920322425,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.065,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,10,11,1050
2019-11-07 15:55:00+00:00,4.2262849808,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.012,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,10,11,1055
2019-11-07 16:00:00+00:00,4.2256114006,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.098,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,11,11,1100
2019-11-07 16:05:00+00:00,4.2220198632,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.030000000000000006,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,11,11,1105
2019-11-07 16:10:00+00:00,4.2249941827500015,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.085,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,11,11,1110
2019-11-07 16:15:00+00:00,4.2256115914,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.044,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,11,11,1115
2019-11-07 16:20:00+00:00,4.2226933478,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.032,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,11,11,1120
2019-11-07 16:25:00+00:00,4.2261166569999995,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.0275,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,11,11,1125
2019-11-07 16:30:00+00:00,4.2251626016,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.152,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,11,11,1130
2019-11-07 16:35:00+00:00,4.2199995040000005,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.23800000000000002,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,11,11,1135
2019-11-07 16:40:00+00:00,4.2261166575,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.0575,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,11,11,1140
2019-11-07 16:45:00+00:00,4.232570362,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.08199999999999999,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,11,11,1145
2019-11-07 16:50:00+00:00,4.224489116599998,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.036000000000000004,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,11,11,1150
2019-11-07 16:55:00+00:00,4.2241524457500015,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.05,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,11,11,1155
2019-11-07 17:00:00+00:00,4.2240402222,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.066,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,12,11,1200
2019-11-07 17:05:00+00:00,4.2211219788,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.058,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,12,11,1205
2019-11-07 17:10:00+00:00,4.2278001307499995,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.0475,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,12,11,1210
2019-11-07 17:15:00+00:00,4.2278562546,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.048,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,12,11,1215
2019-11-07 17:20:00+00:00,4.2294278144,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.02,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,12,11,1220
2019-11-07 17:25:00+00:00,4.2252748009999985,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.02,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,12,11,1225
2019-11-07 17:30:00+00:00,4.2233667374,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.024,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,12,11,1230
2019-11-07 17:35:00+00:00,4.2226932526,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.024,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,12,11,1235
2019-11-07 17:40:00+00:00,4.22555542,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.08250000000000003,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,12,11,1240
2019-11-07 17:45:00+00:00,4.2240401268,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.03,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,12,11,1245
2019-11-07 17:50:00+00:00,4.224489116599998,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.076,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,12,11,1250
2019-11-07 17:55:00+00:00,4.22471356375,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.1,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,12,11,1255
2019-11-07 18:00:00+00:00,4.220223999,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.034,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,13,11,1300
2019-11-07 18:05:00+00:00,4.228080844999999,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.042,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,13,11,1305
2019-11-07 18:10:00+00:00,4.2233105900000005,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.045000000000000005,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,13,11,1310
2019-11-07 18:15:00+00:00,4.2251626016,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.037999999999999985,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,13,11,1315
2019-11-07 18:20:00+00:00,4.222019958600002,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.054000000000000006,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,13,11,1320
2019-11-07 18:25:00+00:00,4.229203105,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.15250000000000002,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,13,11,1325
2019-11-07 18:30:00+00:00,4.2229176522000005,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.154,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,13,11,1330
2019-11-07 18:35:00+00:00,4.229876518199998,28.940000000000005,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.048,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,13,11,1335
2019-11-07 18:40:00+00:00,4.22527480125,28.94,20.95,102.37,-122.94,226.0,580.0,646.0,30.59,20.26,-98.0,-99.0,0.0,-99.0,0.08,protoCBAS-G,redeployed same locations,protoCBAS-G,17.7,33.2,0.9,Hailey's cubicle (ground floor),4,13,11,1340
